<<<<<<< HEAD
strain(%),stress(MPa),stress_alpha,stress_beta,strain_t,stress_t,strain
0.787858,206.055,94.25907188066815,113.41934892123189,0.007847706044521922,207.67842080190002,0.00787858
0.788908,206.075,94.26920288312739,113.4315392778726,0.007858123911827133,207.700742161,0.00788908
0.789654,206.096,94.27950716771144,113.44393814012855,0.007865525492556728,207.72344530784,0.00789654
0.790778,206.121,94.29199505269148,113.45896446868855,0.007876677368647752,207.75095952138003,0.00790778
0.791824,206.147,94.3048676773533,113.47445374392667,0.007887055248381668,207.77932142127997,0.00791824
0.792883,206.172,94.3172952447557,113.48940749400433,0.007897561997785163,207.80670273876,0.00792883
0.793851,206.2,94.33101030871694,113.50591045328305,0.007907165804353194,207.83692076199998,0.00793851
0.794791,206.23,94.3456143657834,113.52348311351658,0.007916491726594393,207.86909747929997,0.00794791
0.79574,206.26,94.36022710420909,113.5410662197909,0.007925906851355514,207.901293324,0.0079574
0.79691,206.289,94.37458953369641,113.55834813620359,0.007937514417405247,207.93293766989999,0.0079691
0.797896,206.32,94.3896949540762,113.57652407312379,0.00794729641545941,207.9662190272,0.00797896
0.798955,206.349,94.40395402814553,113.59368162480445,0.007957802531946449,207.99763565294998,0.00798955
0.800028,206.38,94.41914149745492,113.61195628894511,0.007968447426916152,208.0310977864,0.00800028
0.800835,206.411,94.43408006972571,113.62993146212432,0.007976453345025808,208.06401153185,0.00800835
0.802245,206.44,94.44866884445644,113.64748573354355,0.007990441226560183,208.09615457799998,0.00802245
0.803114,206.473,94.46458108011728,113.66663248910272,0.007999062029145184,208.13121356922,0.008031139999999999
0.804159,206.503,94.47928597502843,113.68432648474156,0.008009428718644613,208.16361245976998,0.00804159
0.805243,206.531,94.49311266264048,113.7009637576895,0.008020182185390348,208.19407642033,0.008052430000000001
0.806307,206.554,94.50463322601527,113.71482613476473,0.008030737136235228,208.21945936077998,0.00806307
0.807354,206.581,94.51796821112536,113.73087175561464,0.008041123337198256,208.24883996674,0.00807354
0.808421,206.604,94.52949204946954,113.7447380733705,0.00805170782643288,208.27423012284,0.00808421
0.809583,206.629,94.54202029291181,113.7598129641582,0.008063234574808108,208.30183325707,0.00809583
0.81078,206.652,94.55366652756882,113.77382655803119,0.008075108375472007,208.3274930856,0.0081078
0.811702,206.673,94.56413994330677,113.78642893115325,0.00808425418094819,208.35056887446,0.00811702
0.812731,206.692,94.57379879579787,113.79805116272216,0.008094461277228201,208.37184995852002,0.00812731
0.813808,206.709,94.58258773144418,113.8086266472758,0.008105144394692147,208.39121437871998,0.008138079999999999
0.815011,206.728,94.5924101938838,113.82044574619623,0.008117077212689068,208.41285594008002,0.00815011
0.815843,206.751,94.60371502379827,113.83404853713172,0.008125329917902414,208.43776356093,0.00815843
0.817014,206.774,94.6153381741114,113.84803435424858,0.008136945088340872,208.46337252836,0.00817014
0.817939,206.796,94.62627309300919,113.86119204143081,0.00814612008490015,208.48746513444,0.00817939
0.819112,206.815,94.63606822655504,113.87297825624495,0.00815775485136985,208.5090464828,0.00819112
0.820106,206.833,94.64523793216088,113.88401191081913,0.008167614044535403,208.52924984298,0.00820106
0.821058,206.854,94.6557411596811,113.89665015563892,0.008177056560945561,208.55239131532002,0.00821058
0.822031,206.875,94.66626428650567,113.90931234474436,0.008186707276026607,208.57557663125002,0.00822031
0.823205,206.894,94.67606113254509,113.92110062015493,0.00819835148863777,208.5971617527,0.00823205
0.824147,206.915,94.68655552775334,113.93372823729665,0.008207694532230136,208.62028376504998,0.008241469999999999
0.825397,206.935,94.69688176607212,113.94615351587785,0.008220092279085572,208.64303528194998,0.008253970000000001
0.826181,206.956,94.70722813422509,113.9586030161349,0.008227868067480477,208.66583115036,0.008261810000000001
0.827304,206.976,94.71743548565169,113.9708852413883,0.008239005985577983,208.68832072703998,0.00827304
0.828341,206.997,94.72801987444004,113.98362114532998,0.0082492908451961,208.71164101977,0.00828341
0.829379,207.021,94.73997830438404,113.99801039520595,0.008259585516781267,208.73798869958998,0.00829379
0.830455,207.046,94.75243030917673,114.01299355012328,0.008270256952720476,208.7654238593,0.00830455
0.831412,207.07,94.76431307407245,114.02729175432756,0.008279748087700482,208.7916048284,0.008314120000000001
0.8325,207.09,94.77448858419025,114.03953566580977,0.008290538317734231,208.81402425,0.008325
0.833368,207.113,94.78583044764918,114.05318301819082,0.008299146616288897,208.83901346584,0.00833368
0.834434,207.132,94.79552800755395,114.06485182532609,0.008309718457598647,208.86037983288003,0.00834434
0.835498,207.156,94.80751218291982,114.07927205396017,0.008320270352860901,208.88678423688,0.00835498
0.836473,207.176,94.8175822335449,114.09138906893509,0.00832993952002554,208.90897130247998,0.00836473
0.837441,207.199,94.82901889202816,114.10515048556188,0.008339539175040999,208.93416937759002,0.00837441
0.838508,207.221,94.84009118794587,114.11847347473412,0.008350120506184347,208.95856466268,0.00838508
0.839429,207.245,94.85194172771737,114.13273290333265,0.008359253880054634,208.98467463105,0.00839429
0.840538,207.269,94.86396932584194,114.14720538137807,0.008370251501846185,209.01117470722,0.00840538
0.841328,207.294,94.87615472602242,114.16186773829759,0.008378085622143556,209.03802246432002,0.00841328
0.842238,207.321,94.88936860659362,114.1777676373864,0.00838710965933263,209.06713624398,0.00842238
0.843466,207.351,94.90425507284027,114.19568011281974,0.008399287022186397,209.09993518566,0.00843466
0.844544,207.38,94.91854298391911,114.2128723632809,0.008409976799927861,209.1314153472,0.00844544
0.845489,207.407,94.93179056135263,114.22881280887741,0.00841934761499451,209.16060337023004,0.00845489
0.846453,207.435,94.9455139706638,114.2453258098862,0.0084289067475055,209.19083978055,0.00846453
0.847533,207.463,94.95934685209893,114.26197053569108,0.008439616040543312,209.22131738778998,0.00847533
0.848558,207.494,94.97450137735798,114.28020555916203,0.00844977984684156,209.25470693652002,0.00848558
0.849742,207.523,94.98889049816017,114.29751959249984,0.008461520154023247,209.28641009066,0.00849742
0.850676,207.552,95.00304442641111,114.3145506251089,0.008470781413957696,209.31759505152,0.00850676
0.851643,207.581,95.01722969143499,114.33161936439501,0.008480369801486495,209.34884905583,0.00851643
0.852903,207.611,95.03214904050482,114.34957140682518,0.008492863322579662,209.38172044733,0.00852903
0.853847,207.639,95.04585543634174,114.36606393598828,0.00850222344562957,209.41191937233,0.00853847
0.854833,207.668,95.0600594089018,114.38315518553821,0.00851199992128754,209.44321459444,0.00854833
0.855991,207.694,95.07305251489318,114.3987894326468,0.008523481704734262,209.47184194753999,0.008559909999999999
0.85713,207.717,95.08465469963352,114.4127500224665,0.008534774971075796,209.49740472210001,0.008571299999999999
0.858068,207.741,95.09652537010149,114.42703367377851,0.008544075212299964,209.52355904388,0.00858068
0.85909,207.762,95.10710214711688,114.43976041868311,0.008554208212488425,209.54686256579998,0.0085909
0.860247,207.782,95.1173486580483,114.45208976349171,0.008565679596612792,209.56943842154,0.00860247
0.861167,207.805,95.12874518881239,114.46580289553762,0.008574801087304015,209.59454808435,0.00861167
0.862267,207.825,95.13893834849465,114.47806804425535,0.008585707108267442,209.61700639275,0.00862267
0.863339,207.843,95.14818971664569,114.48919996112431,0.008596335406987248,209.63738967777,0.00863339
0.864282,207.86,95.15686176581058,114.49963479938943,0.008605684647268077,209.6564965652,0.00864282
0.865386,207.881,95.16751705492109,114.51245601573889,0.008616629988238025,209.67997307065997,0.00865386
0.866428,207.902,95.17811405094257,114.52520708961747,0.008626960535308079,209.70332114056,0.00866428
0.867419,207.927,95.19049434597618,114.54010395815382,0.008636785361580315,209.73059830412998,0.00867419
0.868488,207.949,95.20157504843463,114.55343706268535,0.008647383375745409,209.75501211111998,0.00868488
0.869467,207.972,95.2130288282726,114.56721908096739,0.008657089035743882,209.78024790924,0.00869467
0.870449,207.995,95.22448564458925,114.58100475296075,0.008666824342662643,209.80549039755,0.00870449
0.871687,208.015,95.23481088375792,114.59342882929208,0.008679097435676976,209.82823971304998,0.00871687
0.872646,208.034,95.24441508233305,114.60498529730697,0.008688604518089236,209.84940037964,0.00872646
0.87362,208.059,95.256780623218,114.61986441258199,0.008698260211047582,209.87664503579998,0.0087362
0.874534,208.085,95.26954755881953,114.63522651508049,0.008707321012664656,209.9047740739,0.00874534
0.875523,208.107,95.28055417544425,114.64847047416576,0.008717125223029908,209.92902464961,0.008755230000000001
0.876697,208.129,95.29173574719155,114.66192495193846,0.008728763261015373,209.95366069912998,0.008766969999999999
0.877767,208.152,95.30327715513275,114.67581241070724,0.008739370213434657,209.97908956583998,0.00877767
0.878775,208.172,95.31338662964211,114.68797686335789,0.008749362454479418,210.00136349299999,0.00878775
0.87964,208.196,95.32519261433922,114.70218268006079,0.008757937065853231,210.0273752944,0.0087964
0.880732,208.219,95.3367554458538,114.71609591722621,0.008768761788163054,210.05285136308,0.00880732
0.881659,208.241,95.34770468392,114.72927083427,0.008777950814873094,210.07697551818998,0.00881659
0.882752,208.265,95.35972677135084,114.74373668144919,0.008788785233040422,210.1034634528,0.00882752
0.883772,208.288,95.37122220397575,114.75756881938428,0.008798895929104203,210.12879102336,0.00883772
0.884773,208.309,95.38178411369259,114.77027767487742,0.008808818189286123,210.15206178857,0.00884773
0.885712,208.333,95.39366126116694,114.78456911979306,0.0088181257944099,210.17823038096,0.008857120000000001
0.886754,208.357,95.40563601728034,114.79897801449968,0.00882845426013827,210.20461403178,0.00886754
0.887736,208.38,95.41709635413747,114.81276792266256,0.008838187898915032,210.22986427680001,0.008877359999999999
0.888828,208.41,95.4318662738924,114.83054016090765,0.00884901175257143,210.26240643480003,0.00888828
0.889798,208.433,95.4433157112897,114.84431695405029,0.008858626249599438,210.28763266534,0.00889798
0.890743,208.461,95.45703126391047,114.86082050131957,0.008867992861417718,210.31785176523002,0.00890743
0.891699,208.489,95.47075746568603,114.87733686242396,0.008877468413309319,210.34809432811,0.00891699
0.892862,208.516,95.48422189182087,114.89353823609912,0.00888899555883784,210.37776012792,0.00892862
0.893865,208.543,95.49753516062941,114.90955772632059,0.008898936747883408,210.40709288694998,0.00893865
0.89473,208.572,95.51163390178476,114.92652235381526,0.008907510076817194,210.4381562556,0.0089473
0.895923,208.601,95.52604341384135,114.94386092338868,0.008919334212199958,210.46990433723002,0.00895923
0.896759,208.634,95.54194695498524,114.96299721707473,0.008927619943790429,210.50494417205996,0.00896759
0.898004,208.665,95.55732220909667,114.98149783750334,0.008939959213467324,210.5388200466,0.00898004
0.899024,208.694,95.57156879002679,114.99864035653317,0.008950068381180188,210.57020914655996,0.00899024
0.899973,208.727,95.58758019904461,115.01790644466539,0.00895947377976116,210.60548664371,0.008999730000000001
0.901102,208.755,95.6014726414964,115.03462283860358,0.00897066301648858,210.63609548009998,0.00901102
0.902295,208.784,95.61588398313603,115.05196360966399,0.00898248640517043,210.6678475928,0.00902295
0.903163,208.814,95.6304455927612,115.06948519405879,0.008991088749315083,210.69993078681998,0.00903163
0.904314,208.842,95.64435973959594,115.08622770428408,0.009002495660665664,210.73058744388,0.00904314
0.905276,208.866,95.65626309076957,115.10055067939045,0.009012029399870254,210.75681377016002,0.00905276
0.906403,208.891,95.6687810705427,115.1156132201873,0.009023198228211467,210.78439429072998,0.009064029999999999
0.907515,208.91,95.67853714737174,115.12735243912823,0.009034218280852269,210.80588958649997,0.009075149999999999
0.908371,208.932,95.68942463915371,115.14045305856631,0.009042701260234981,210.82987769772,0.00908371
0.909553,208.952,95.69970547679686,115.15282370776312,0.009054414788712283,210.85252918455998,0.00909553
0.9107,208.97,95.70903732542418,115.16405246457583,0.009065781338728585,210.87308979,0.009106999999999999
0.911629,208.988,95.71816258094039,115.1750326335796,0.009074987455857483,210.89319521451998,0.00911629
0.912548,209.008,95.72819452630156,115.18710379753844,0.009084094392535508,210.91529832384,0.00912548
0.91382,209.027,95.7381035173935,115.1990270140065,0.009096699286659288,210.9371305314,0.009138199999999999
0.914829,209.047,95.74822121651873,115.21120136311126,0.009106697867187909,210.95942257962997,0.00914829
0.915702,209.069,95.7591261022136,115.22432291216639,0.009115348689198645,210.98344901437997,0.00915702
0.916802,209.093,95.77116264853228,115.2388061573277,0.009126248816563752,211.00996880585998,0.00916802
0.917858,209.116,95.78269963700654,115.25268829827345,0.009136712827056389,211.03538793528,0.009178579999999999
0.919008,209.139,95.79432607261917,115.26667806850084,0.009148108168480464,211.06100414112,0.00919008
0.920008,209.164,95.80672644162459,115.28159909149541,0.009158017055472013,211.08832553311998,0.009200080000000001
0.920969,209.191,95.82000610979588,115.29757815099414,0.009167539403354888,211.11758426079,0.00920969
0.922082,209.22,95.83434646017584,115.31483350022415,0.009178567774106153,211.14917996039998,0.00922082
0.923072,209.245,95.846738048606,115.329743957794,0.009188377273917168,211.1764820064,0.00923072
0.924099,209.27,95.85916500483567,115.34469697246432,0.009198553289710887,211.2038619773,0.00924099
0.925128,209.294,95.87113602477936,115.35910137154066,0.009208749018625092,211.23023739632,0.009251279999999999
0.926269,209.318,95.88321367251426,115.37363407290576,0.00922005436520147,211.25684774542,0.00926269
0.927062,209.343,95.89541899766544,115.38832040499453,0.009227911555331297,211.28373940265996,0.00927062
0.928204,209.363,95.90566572741683,115.40065001310319,0.009239226593305304,211.30631574052,0.00928204
0.929195,209.387,95.91760151572662,115.41501201892339,0.009249045406040553,211.33261353465,0.00929195
0.930265,209.408,95.92823832827101,115.42781100292898,0.009259646841316492,211.35604933119998,0.00930265
0.931313,209.427,95.93793823843885,115.43948263807115,0.009270030194210056,211.37742087651,0.00931313
0.93223,209.45,95.94934620477436,115.45320953022565,0.009279115539551554,211.402555735,0.0093223
0.933187,209.474,95.9612504977743,115.46753363860569,0.009288597104192301,211.42878413638,0.009331869999999999
0.934392,209.497,95.9729326986271,115.48159050961296,0.009300535623552248,211.45452320824003,0.00934392
0.9353,209.523,95.98570706529306,115.49696155370692,0.009309531525720607,211.48266861899998,0.009353
0.936367,209.547,95.99771662766399,115.51141232982602,0.00932010259808421,211.50912895749,0.00936367
0.937335,209.569,96.00871600639599,115.524647579754,0.009329692752625574,211.53336358615,0.00937335
0.938341,209.598,96.02295863097034,115.54178533820972,0.009339659282719301,211.56474396918003,0.00938341
0.939431,209.625,96.03636517264462,115.5579170611054,0.00935045789605057,211.59428223375,0.00939431
0.940405,209.654,96.05057787895868,115.57501881974133,0.00936010720050133,211.6255966987,0.00940405
0.941523,209.683,96.06492788487606,115.59228578721397,0.009371182981390558,211.65721367209002,0.00941523
0.942569,209.711,96.07875150565911,115.6089193699309,0.00938154536298923,211.68767087559002,0.00942569
0.943404,209.74,96.0928326844657,115.62586286513431,0.009389817359181781,211.7186955496,0.00943404
0.944398,209.772,96.10843993367547,115.6446426388845,0.009399664412744795,211.75308257255998,0.00944398
0.945496,209.801,96.12277201943543,115.66188804352457,0.00941054162881804,211.78466006296,0.00945496
0.946537,209.835,96.13934094180708,115.68182497214293,0.00942085407140968,211.82116591395,0.009465369999999999
0.94753,209.869,96.15586446387528,115.70170727182474,0.009430690913222498,211.85757173570002,0.009475299999999999
0.94852,209.901,96.17146908360552,115.72048388159453,0.009440497940155501,211.89195296520003,0.009485200000000001
0.949899,209.933,96.18744463928239,115.73970682838761,0.009454158274959924,211.92715146767,0.00949899
0.950898,209.96,96.20076753654136,115.7557379042587,0.00946405422400881,211.95650544080004,0.00950898
0.951901,209.988,96.21455268163878,115.77232519024123,0.009473989697959288,211.98687787188,0.00951901
0.952931,210.012,96.22653103649903,115.78673841522097,0.009484192524605962,212.01326945172,0.00952931
0.954119,210.037,96.23911843652776,115.80188448750225,0.009495960315775315,212.04100292403,0.00954119
0.955093,210.059,96.25012746099358,115.81513134387646,0.009505608216337837,212.06525880487,0.00955093
0.956108,210.084,96.26255040271755,115.83007952800247,0.00951566214098378,212.09262993072002,0.00956108
0.957208,210.105,96.2732217734612,115.84292009493882,0.009526557905778303,212.1161418684,0.00957208
0.958345,210.124,96.28301220084383,115.85470064695619,0.009537820039706218,212.1377128478,0.00958345
0.959361,210.141,96.29177096818822,115.8652398308218,0.009547883545479275,212.15701079901,0.00959361
0.960366,210.161,96.30189408744192,115.87742070181808,0.009557837996338915,212.17931478926,0.00960366
0.961357,210.18,96.31154580022607,115.88903434237395,0.009567653681202128,212.2005801426,0.00961357
0.962528,210.202,96.32274412634216,115.90250898021786,0.009579252110977031,212.22525310656002,0.00962528
0.963459,210.225,96.33417193484428,115.91625974790576,0.009588473311416285,212.25043168275002,0.00963459
0.964577,210.249,96.34623663133506,115.93077686539496,0.009599546563275293,212.27701349673,0.00964577
0.965467,210.272,96.35762572348226,115.94448104675774,0.009608361497223335,212.30210677024,0.009654669999999999
0.966488,210.294,96.368681779643,115.95778449507702,0.009618473814513789,212.32646627472002,0.00966488
0.967524,210.318,96.38066888138319,115.97220824493684,0.009628734592178095,212.35287712632,0.00967524
0.968697,210.343,96.39324526692323,115.98734106378677,0.009640352121655503,212.38058633070997,0.00968697
0.969742,210.368,96.40569970452438,116.00232714603561,0.009650701810453572,212.40802685056,0.00969742
0.970684,210.391,96.41713947146107,116.01609230297895,0.009660031294585793,212.43323177444,0.00970684
0.971751,210.416,96.42961537253078,116.03110421162921,0.009670598662459801,212.46071958416,0.00971751
0.972832,210.441,96.44210488754976,116.04613250157024,0.00968130456983255,212.48823738912,0.00972832
0.973757,210.467,96.45490391993914,116.06153322525086,0.009690465407899515,212.51643714519,0.00973757
0.974825,210.49,96.46646490357969,116.0754442389203,0.009701042357630243,212.54190914249997,0.00974825
0.975755,210.513,96.47789425726516,116.08919686588483,0.009710252531723496,212.56709112315,0.00975755
0.976904,210.534,96.48861646444873,116.10209860291124,0.009721631436123082,212.59071506735998,0.00976904
0.977944,210.556,96.49969303409569,116.11542673454433,0.009731930767981824,212.61511976864,0.00977944
0.978894,210.576,96.50976716737507,116.12754866206491,0.00974133871880354,212.63731582943998,0.009788940000000001
0.979865,210.598,96.52077818089128,116.14079791180875,0.00975095454338892,212.66157609270002,0.009798649999999999
0.981077,210.623,96.53339473968273,116.1559790700273,0.009762956864115078,212.68937380971002,0.00981077
0.981921,210.646,96.54474308627529,116.16963422338472,0.009771314830756123,212.71437730966,0.00981921
0.982885,210.671,96.55712301145905,116.18453064689093,0.00978086104842722,212.74165365834997,0.00982885
0.983871,210.692,96.56769085042887,116.19724663689112,0.009790625031565225,212.76493748732,0.00983871
0.984998,210.715,96.57931040652024,116.21122812917979,0.009801785167338659,212.79053853570002,0.009849980000000001
0.985794,210.737,96.59015525939117,116.22427744238885,0.009809667495195323,212.81443270178002,0.009857939999999999
0.9869,210.763,96.60313020699313,116.23988984000684,0.009820619470713311,212.84302004699998,0.009869
0.987862,210.792,96.61734271137577,116.25699135566424,0.009830145413365719,212.87433406704002,0.00987862
0.989076,210.819,96.63087987730567,116.27328025513431,0.00984216658778325,212.90416013243998,0.00989076
0.990079,210.847,96.64467378464657,116.28987808448346,0.009852098305737201,212.93455186913002,0.00990079
0.990849,210.872,96.65686984036331,116.3045532629167,0.009859722787985218,212.96142310328,0.009908489999999999
0.992027,210.902,96.67174847216369,116.32245631137631,0.009871387143136059,212.99420478354,0.00992027
0.993234,210.93,96.6857384315001,116.33929004469991,0.009883338510221268,213.0250284762,0.00993234
0.994031,210.961,96.70071127836019,116.35730645954982,0.009891230096851751,213.05801773791,0.00994031
0.995249,210.994,96.71700428668107,116.37691138837897,0.009903290142810911,213.09391567506003,0.009952490000000001
0.996289,211.028,96.73358556561321,116.39686318530677,0.009913587603885688,213.13044875091998,0.00996289
0.997188,211.059,96.74865690609595,116.41499811482404,0.009922488881425502,213.16365502091998,0.009971879999999999
0.998242,211.087,96.76250179802003,116.43165729252,0.009932924761088929,213.19415909054,0.009982419999999999
0.999413,211.116,96.77691747223311,116.44900327684688,0.009944518955090853,213.22592074908,0.00999413
1.00052,211.145,96.7912721219383,116.46627583206168,0.009955479354765947,213.257547954,0.0100052
1.00145,211.174,96.80545741632307,116.48334460667695,0.009964687185759049,213.28880202300002,0.010014499999999999
1.00241,211.199,96.81783803330053,116.4982418625995,0.00997419195462844,213.31607989590003,0.010024100000000001
1.00356,211.225,96.83085944309911,116.51391016690087,0.009985577756741077,213.34476961,0.0100356
1.00468,211.248,96.84247706934293,116.52788933705706,0.009996666413322823,213.3703664064,0.0100468
1.00554,211.273,96.85476248470545,116.54267203949453,0.010005180834028831,213.39743452419998,0.0100554
1.00651,211.295,96.865778271594,116.55592703290603,0.010014784221549711,213.4217053045,0.0100651
1.00779,211.318,96.87755001917334,116.57009165302668,0.010027456591773102,213.4476416722,0.010077899999999999
1.00875,211.34,96.88855663674664,116.58333561325335,0.010036960764055358,213.47189225,0.010087500000000001
1.00986,211.362,96.89970734244355,116.59675295075648,0.010047949850655007,213.49646029320002,0.0100986
1.01096,211.383,96.91039021694809,116.60960735985194,0.01005883981734269,213.51999757680002,0.010109600000000002
1.01194,211.407,96.92233355079297,116.62397844500703,0.010068541687774235,213.5463119958,0.0101194
1.01318,211.426,96.9322342557741,116.63589169102586,0.010080817388934633,213.56812594679997,0.0101318
1.01404,211.448,96.94314591214763,116.64902138705239,0.010089331093177249,213.5921672992,0.0101404
1.01509,211.474,96.95607401224434,116.66457741435566,0.010099725633806124,213.62065142659998,0.010150900000000001
1.01615,211.496,96.96717803020738,116.67793857379263,0.010110219060466347,213.645116604,0.0101615
1.01725,211.519,96.97877914787134,116.69189787962867,0.010121108349069215,213.67067702749998,0.0101725
1.0182,211.544,96.99115345950072,116.70678754849928,0.010130512639256966,213.697941008,0.010182
1.01914,211.568,97.00305988833271,116.7211142268673,0.01013981784986826,213.72417411520001,0.0101914
1.02025,211.592,97.01512978201085,116.73563759798914,0.010150805806226602,213.75076737999998,0.010202500000000001
1.02134,211.614,97.02626369650282,116.74903473109717,0.010161595663899226,213.7752984276,0.0102134
1.02219,211.635,97.03670878621209,116.76160302028791,0.010170009692301824,213.79831180649998,0.010221899999999999
1.02318,211.66,97.04912258501342,116.77654020298657,0.010179809471430726,213.825662788,0.0102318
1.02435,211.686,97.06216806759471,116.79223747340534,0.01019139090477,213.85440554100003,0.010243500000000001
1.02531,211.707,97.07271941824087,116.8049336234591,0.010200893519127188,213.87765304169997,0.0102531
1.02622,211.729,97.08368143139054,116.8181239124095,0.010209901122286905,213.90180534380005,0.010262199999999999
1.0273,211.75,97.09434847607827,116.83095927392174,0.01022059135921024,213.92530775,0.010273000000000001
1.02835,211.77,97.10452835397173,116.84320844102828,0.010230984535545579,213.947736795,0.010283500000000001
1.02928,211.792,97.11551015609439,116.85642254150564,0.01024018983009463,213.9719326976,0.0102928
1.03037,211.814,97.12664596168243,116.86982195011755,0.010250978723374443,213.99646791179998,0.0103037
1.03119,211.839,97.13889804231218,116.88456454178784,0.01025909506178158,214.0234625841,0.0103119
1.03241,211.864,97.15153494415699,116.89977017824302,0.010271170467743035,214.0513051224,0.010324100000000001
1.03344,211.89,97.16444796041817,116.91530805558183,0.010281365164175023,214.079756016,0.010334399999999999
1.03432,211.911,97.1749241222259,116.92791373297413,0.01029007511374846,214.10283785520002,0.010343199999999999
1.03548,211.937,97.18796263308667,116.94360261451334,0.010301556295003666,214.1315652476,0.010354799999999999
1.03656,211.966,97.20230017963283,116.96085458996723,0.010312245552161847,214.16315476960003,0.010365599999999999
1.03748,211.998,97.21785979871053,116.97957705168945,0.010321351125544637,214.19743685039998,0.0103748
1.03849,212.03,97.23350629573922,116.99840405126078,0.010331347366067653,214.231910347,0.010384899999999999
1.03949,212.062,97.24914346128485,117.01721982251517,0.010341244535467453,214.26636328380002,0.0103949
1.04042,212.095,97.26517212556728,117.03650667343273,0.010350448815101132,214.301678799,0.010404199999999999
1.04142,212.128,97.28126846345798,117.05587495414201,0.010360345795453398,214.3371434176,0.0104142
1.04249,212.161,97.2974325064102,117.07532470248981,0.010370935455956434,214.37275720890003,0.010424899999999999
1.04361,212.194,97.31364502416527,117.09483277923472,0.010382019840285679,214.4084778034,0.010436099999999999
1.04461,212.228,97.33020090067446,117.11475401012558,0.010391916508186607,214.44495491080002,0.0104461
1.04589,212.26,97.34610960158413,117.13389651241587,0.010404584100181375,214.480006114,0.0104589
1.04667,212.291,97.3610782882643,117.15190792143571,0.01041230333536762,214.51298620970002,0.0104667
1.04767,212.32,97.37534195030446,117.16907099369548,0.010422199703568655,214.54441294399996,0.0104767
1.04887,212.346,97.38842274091056,117.18481074928947,0.010434075216133357,214.5732334902,0.0104887
1.04989,212.372,97.40133031390496,117.20034207689507,0.01044416929093129,214.60167239080002,0.0104989
1.05091,212.396,97.41332084744941,117.21476995615058,0.010454263263839905,214.62809080359997,0.0105091
1.05214,212.419,97.42505542091614,117.22888984568387,0.01046643527212996,214.6539452666,0.0105214
1.05309,212.443,97.43697892203495,117.24323706666507,0.01047583631533905,214.6802159887,0.010530900000000001
1.05427,212.464,97.44774845876583,117.25619575403415,0.01048751327752404,214.7039442128,0.0105427
1.05527,212.485,97.45834462729093,117.2689458322091,0.010497408901451686,214.72729045950004,0.0105527
1.05614,212.506,97.46881560122469,117.28154526717532,0.010506018014613606,214.7503608684,0.0105614
1.05753,212.523,97.47795365088234,117.29254083101765,0.01051977265080434,214.7704944819,0.010575300000000001
1.05841,212.543,97.48797596288225,117.30460040341777,0.010528480524117138,214.7925763663,0.0105841
1.05909,212.564,97.49826415978761,117.3169799078124,0.010535209283378458,214.8152440676,0.0105909
1.06053,212.586,97.50974446384353,117.33079384195648,0.01054945827118104,214.8405383058,0.0106053
1.06171,212.609,97.52143285378095,117.34485816011905,0.0105611343737219,214.8662910139,0.010617099999999999
1.06377,212.652,97.54314472398046,117.37098345641952,0.01058151775141456,214.91412818039998,0.010637700000000002
1.06459,212.676,97.55494501106189,117.38518241733814,0.010589631407509301,214.94012742840002,0.0106459
1.06528,212.698,97.5657025664786,117.39812668792139,0.010596458701268343,214.9638292544,0.0106528
1.06675,212.723,97.57858946454515,117.41363313795487,0.010611003649934227,214.99222260250002,0.010667500000000002
1.06774,212.747,97.59055449171215,117.42803032608786,0.010620799108393678,215.01858481780002,0.010677399999999998
1.06846,212.77,97.60180027461813,117.4415620673819,0.010627923017916084,215.04336234200002,0.010684599999999999
1.06971,212.791,97.6126406332742,117.45460597282583,0.010640290795857411,215.0672466061,0.0106971
1.07073,212.812,97.62325907539457,117.46738285220543,0.01065038278932497,215.09064192760002,0.0107073
1.07173,212.833,97.63385839223655,117.48013671866347,0.01066027680169639,215.11399511090002,0.0107173
1.07258,212.852,97.64339551064336,117.49161247095662,0.010668686635245409,215.13500798159998,0.0107258
1.07392,212.875,97.65524117132247,117.5058660286775,0.010681944346855798,215.16110719999998,0.010739199999999999
1.07479,212.896,97.66571546282137,117.51846945557863,0.0106905518714846,215.18418491839998,0.0107479
1.07586,212.918,97.67684194691152,117.53185764788849,0.010701138035813164,215.2086995948,0.0107586
1.07686,212.939,97.68744223381051,117.54461268158948,0.010711031546026775,215.2320549154,0.0107686
1.07781,212.961,97.69845314540558,117.55786180869444,0.010720430290067726,215.25631495410002,0.010778099999999999
1.07874,212.982,97.70898614698235,117.57053587981764,0.010729631080247362,215.27952202679998,0.0107874
1.07967,213.005,97.72043686708983,117.58431421641015,0.010738831785773456,215.30475108349998,0.0107967
1.08084,213.03,97.73303738224165,117.59947606975835,0.010750406746679597,215.332513452,0.010808400000000001
1.08178,213.054,97.74495697422076,117.61381858697928,0.010759706190859957,215.35877556120002,0.010817799999999999
1.08285,213.08,97.75792006381604,117.62941671618394,0.0107702916231385,215.38733678,0.010828500000000001
1.0839,213.107,97.77132285127023,117.6455439217298,0.010780679087941916,215.416866773,0.010839000000000001
1.08476,213.135,97.78500089292032,117.66200233307968,0.01078918683587868,215.447003226,0.010847599999999999
1.08582,213.165,97.79979024694858,117.67979795605139,0.01079967303025975,215.47958820299996,0.0108582
1.08682,213.193,97.81360422575591,117.69641993684411,0.010809565565669237,215.51002416260002,0.0108682
